kev: jaredpalmer/kev-0.8b on cuda (float32)
[1/4500] 9deee0d4f93c6a7867eef08fe3be63be#1 qwen=Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.27s/msg, eta 95 min)
[743/10000] a6a48f6e14bb41f081cd460f56ff563d#1 qwen=Ambiguous References; Unnecessary Repetition | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 315 min)
[744/10000] 7dd6e3ea500301333559a11004f8a683#1 qwen=Ambiguous References; Unnecessary Repetition | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 315 min)
[745/10000] 7dc0ea55865c716f8b3f8d8bceb3fb0a#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 315 min)
[746/10000] 5f6b0f936266fd24f27f199583e7dfcf#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 315 min)
[747/10000] 5f6b0f936266fd24f27f199583e7dfcf#2 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 315 min)
[748/10000] 5f6b0f936266fd24f27f199583e7dfcf#3 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 315 min)
[749/10000] 5f6b0f936266fd24f27f199583e7dfcf#4 qwen=Ambiguous References; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.04s/msg, eta 315 min)
[750/10000] 5f6b0f936266fd24f27f199583e7dfcf#5 qwen=Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 315 min)
[751/10000] 5f6b0f936266fd24f27f199583e7dfcf#6 qwen=Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 315 min)
[752/10000] 5f6b0f936266fd24f27f199583e7dfcf#7 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 315 min)
[753/10000] b29a61dc31e104f87c51378d7538f548#1 qwen=Prompt Bloat / Convoluted Prompt | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 315 min)
[754/10000] e17cd9631f50512d9703722d77e8a4f6#1 qwen=Prompt Bloat / Convoluted Prompt | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 314 min)
[755/10000] 276a0785a1c4e24bea369df051727391#1 qwen=Ambiguous References | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 314 min)
[756/10000] be081e809d452a51f7cd53e5c77ddf97#1 qwen=Ambiguous References | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 314 min)
[757/10000] 96e131e8aed3439d8abe50940043b75d#1 qwen=Ambiguous References | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 314 min)
[758/10000] 38f98fc65bff90bcf805891d13783e6d#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[759/10000] c3f4a5fb7b24e1ede8b91695dfd5048b#1 qwen=Unnecessary Repetition | kev=Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (2.04s/msg, eta 315 min)
[760/10000] 4f1ea10603f8787a8451c365c656e0d9#1 qwen=Unnecessary Repetition | kev=Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[761/10000] a78afc983e30fe14f654c8764f548bb7#1 qwen=Ambiguous References; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[762/10000] a78afc983e30fe14f654c8764f548bb7#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[763/10000] a78afc983e30fe14f654c8764f548bb7#3 qwen=Format Ambiguity; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Formality / Audience Mismatch (2.04s/msg, eta 314 min)
[764/10000] a78afc983e30fe14f654c8764f548bb7#4 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[765/10000] 020d0a1cd3e1475ddd472219a772219a#1 qwen=Overloaded Prompt; Prompt Bloat / Convoluted Prompt | kev=Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[766/10000] e05d7ae65479d2425594d12f1ef872a7#1 qwen=Overloaded Prompt; Prompt Bloat / Convoluted Prompt | kev=Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[767/10000] 34da679e1f4cf9f4793b45d241994070#1 qwen=Ambiguous References; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[768/10000] 34da679e1f4cf9f4793b45d241994070#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[769/10000] 34da679e1f4cf9f4793b45d241994070#3 qwen=Format Ambiguity; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Formality / Audience Mismatch (2.04s/msg, eta 314 min)
[770/10000] 34da679e1f4cf9f4793b45d241994070#4 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[771/10000] 636e6ef3f184b823007e309f3bec98ab#1 qwen=Overloaded Prompt; Prompt Bloat / Convoluted Prompt | kev=Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[772/10000] b504cd0e3f5e7ebdaefe883902ffb673#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[773/10000] 2e30c9b8b8374528003c51d79123ba6d#1 qwen=Ambiguous References; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[774/10000] 78ff696c036a8122440791429d99f9e3#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Format Ambiguity; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[775/10000] ec6e8ea65c53a477d0a5f701a984bfa5#1 qwen=Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[776/10000] ec6e8ea65c53a477d0a5f701a984bfa5#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[777/10000] ec6e8ea65c53a477d0a5f701a984bfa5#3 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 314 min)
[778/10000] ec6e8ea65c53a477d0a5f701a984bfa5#4 qwen=Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[779/10000] 05999ea9d1bfc5df96ede7602ac77b96#1 qwen=Ambiguous References; Unnecessary Repetition | kev=Conflicting Constraints (2.04s/msg, eta 314 min)
[780/10000] 05999ea9d1bfc5df96ede7602ac77b96#2 qwen=Ambiguous References; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.04s/msg, eta 314 min)
[781/10000] 2753cf6e6855e9221a9b7a5e47113b2e#1 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt (2.04s/msg, eta 314 min)
[782/10000] 2753cf6e6855e9221a9b7a5e47113b2e#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[783/10000] 2753cf6e6855e9221a9b7a5e47113b2e#3 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[784/10000] 2753cf6e6855e9221a9b7a5e47113b2e#4 qwen=Ambiguous References; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 314 min)
[785/10000] 2753cf6e6855e9221a9b7a5e47113b2e#5 qwen=Vague / Missing Context; Format Ambiguity | kev=Overloaded Prompt (2.04s/msg, eta 314 min)
[786/10000] 2753cf6e6855e9221a9b7a5e47113b2e#6 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.04s/msg, eta 313 min)
[787/10000] 2753cf6e6855e9221a9b7a5e47113b2e#7 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.04s/msg, eta 313 min)
[788/10000] d0b83914cab8d6978ed52f4d2379893e#1 qwen=Format Ambiguity; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints (2.04s/msg, eta 313 min)
[789/10000] d0b83914cab8d6978ed52f4d2379893e#2 qwen=Format Ambiguity; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints (2.04s/msg, eta 313 min)
[790/10000] d0b83914cab8d6978ed52f4d2379893e#3 qwen=Format Ambiguity; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 313 min)
[791/10000] d0b83914cab8d6978ed52f4d2379893e#4 qwen=Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 313 min)
[792/10000] c34fa42fe0dded09c2d8470c22d14716#1 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 313 min)
[793/10000] e82bfa429468dff67e4d8f2d4604ac3e#1 qwen=Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 313 min)
[794/10000] e82bfa429468dff67e4d8f2d4604ac3e#2 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints (2.04s/msg, eta 313 min)
[795/10000] 8d339f4d74ac3bec7605505d0243d4ea#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt (2.04s/msg, eta 313 min)
[796/10000] d16f83c3826d9c031706756605ec3616#1 qwen=Ambiguous References; Conflicting Constraints | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (2.04s/msg, eta 313 min)
[797/10000] d16f83c3826d9c031706756605ec3616#2 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 313 min)
[798/10000] d16f83c3826d9c031706756605ec3616#3 qwen=Conflicting Constraints; Unnecessary Repetition | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 313 min)
[799/10000] d16f83c3826d9c031706756605ec3616#4 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 313 min)
[800/10000] fab52f6102b5fa2d884f07c10da6618f#1 qwen=Format Ambiguity; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints (2.04s/msg, eta 313 min)
[801/10000] fab52f6102b5fa2d884f07c10da6618f#2 qwen=Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Irrelevant / Excessive Persona; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 312 min)
[802/10000] fab52f6102b5fa2d884f07c10da6618f#3 qwen=Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Irrelevant / Excessive Persona; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 312 min)
[803/10000] c98eb3d2c443b1f941e411837ee60d76#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.04s/msg, eta 312 min)
[804/10000] 2090c0f6204b29d90c9f7377b4d3cab4#2 qwen=Vague / Missing Context | kev=Vague / Missing Context; Format Ambiguity; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 312 min)
[805/10000] 4ccff7468d3b93777bf711ee3471697b#1 qwen=Conflicting Constraints; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.04s/msg, eta 312 min)
[806/10000] 74282ff13a63e51bc5e8e3a97696d63f#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Irrelevant / Excessive Persona; Bias / Loaded Framing; Formality / Audience Mismatch (2.04s/msg, eta 312 min)
[807/10000] b2ac5d3a698402202490680373072869#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.04s/msg, eta 312 min)
[808/10000] b2ac5d3a698402202490680373072869#2 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.03s/msg, eta 312 min)
[809/10000] b2ac5d3a698402202490680373072869#3 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.03s/msg, eta 311 min)
[810/10000] b2ac5d3a698402202490680373072869#4 qwen=Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Conflicting Constraints (2.03s/msg, eta 311 min)
[811/10000] dedd68d6adb91b9d8b44878954dc8118#1 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Irrelevant / Excessive Persona; Bias / Loaded Framing; Formality / Audience Mismatch (2.03s/msg, eta 311 min)
[812/10000] 62b845f7f7d7bb108666fa9f20597b9d#1 qwen=Unnecessary Repetition | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints (2.03s/msg, eta 311 min)
[813/10000] 62b845f7f7d7bb108666fa9f20597b9d#2 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.03s/msg, eta 311 min)
[814/10000] 62b845f7f7d7bb108666fa9f20597b9d#3 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.03s/msg, eta 311 min)
[815/10000] 21313f9c1996f931f98ad7ade62747d2#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Irrelevant / Excessive Persona; Bias / Loaded Framing; Formality / Audience Mismatch (2.03s/msg, eta 311 min)
[816/10000] a5bdf6dd22d1a48aa3ba17393158b73f#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.03s/msg, eta 311 min)
[817/10000] a5bdf6dd22d1a48aa3ba17393158b73f#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.03s/msg, eta 311 min)
[818/10000] a5bdf6dd22d1a48aa3ba17393158b73f#3 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.03s/msg, eta 311 min)
[819/10000] a5bdf6dd22d1a48aa3ba17393158b73f#4 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt (2.03s/msg, eta 311 min)
[820/10000] a5bdf6dd22d1a48aa3ba17393158b73f#5 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt (2.03s/msg, eta 311 min)
[821/10000] a5bdf6dd22d1a48aa3ba17393158b73f#6 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt (2.03s/msg, eta 311 min)
[822/10000] 3892f433d3565bc6683aa7c5df0aadba#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.03s/msg, eta 311 min)
[823/10000] cef46af2a9161d6c6734cf648d327d84#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.03s/msg, eta 311 min)
[824/10000] 111e1b90e63911443c0e5b33f9f6c41e#1 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.03s/msg, eta 311 min)
[825/10000] 07604129b49f0bf822466f35573b6798#1 qwen=Vague / Missing Context; Unnecessary Repetition | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.03s/msg, eta 311 min)
[826/10000] a21e394f7617d05905ee05dd23b57230#1 qwen=Unnecessary Repetition | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints (2.04s/msg, eta 311 min)
